patent_number,application_number
US11535629,US20220275000A1
US11541023,US20210046026A1
US11541041,
US11541049,US20210052576A1
US11541059,US20210000837A1
US11542240,US20200199081A1
US11542242,US20200377465A1
US11542246,US20200369646A1
US11542247,US20230203011A1
US11542249,US20200290997A1
US11542251,US20210230144A1
US11542254,US20210171502A1
US11542259,US20240043414A1
US11542261,US20220235042A1
US11542265,US20210371425A1
US11542266,
US11542273,US20210284654A1
US11542274,
US11542275,US20210002298A1
US11542283,US20210214377A1
US11542290,US20250034193A1
US11542293,US20240209017A1
US11542297,US20240368213A1
WO2023019327,
WO2023288027,
WO2023288264,
US11547687,US20230285340A1
US11547695,US20220079917A1
US11547697,US20230321050A1
US11547712,US20200306257A1
US11548860,US20200247764A1
US11548866,
US11548872,US20230286945A1
US11548883,US20230123569A1
US11548890,
US11548892,
US11548896,US20250236624A1
US11548900,US20210040114A1
US11548901,US20210053988A1
US11548903,US20200199153A1
USRE49361,
US11554118,US20210107903A1
US11554172,US20210015930A1
US11555009,US20200079727A1
US11555012,US20200148634A1
US11555013,US20210130288A1
US11555039,US20230143583A1
US11559515,US20230218578A1
US11559537,US20230372372A1
US11559538,US20230148402A1
US11560366,US20210115010A1
US11560368,US20240376079A1
US11560370,
US11560374,US20230234949A1
US11560376,US20210017171A1
US11560377,US20230192687A1
US11560381,
US11560385,US20210115057A1
US11564920,US20230025065A1
US11564928,
US11564930,US20230310454A1
US11565996,US20210032198A1
US11566003,US20210163417A1
US11566007,US20240400523A1
US11566013,
US11566026,US20210002276A1
US11566028,US20210115053A1
US11571420,US20230135068A1
US11572337,US20210017126A1
US11572344,US20220009887A1
US11572353,US20210332027A1
US11572354,US20210053942A1
US11572362,US20200071333A1
US11572366,US20210221819A1
US11572368,US20160347761A1
US11572371,US20200255450A1
US11572374,US20220363694A1
US11576897,US20210299099A1
US11576906,US20190350919A1
US11578054,US20210094932A1
US11578058,US20220259184A1
US11578061,US20220324845A1
US11578066,
US11578077,US20200039997A1
US11578078,US20250092057A1
US11578080,US20210395267A1
US11578084,US20210040117A1
US11583516,US20230390241A1
US11583532,US20210038603A1
US11583538,US20210015829A1
US11584714,US20250129020A1
US11584726,US20210347745A1
US11584728,US20210206736A1
US11584732,US20240092754A1
US11584735,US20210171496A1
US11584745,US20210032241A1
US11584746,US20210040088A1
US11584747,US20240400563A1
US11584748,US20250282780A1
US11584755,US20220227780A1
US11584756,US20210002293A1
US11584758,US20210317135A1
US11590126,US20200338071A1
US11590142,US20210008078A1
US11591301,US20210047281A1
US11591313,US20230183212A1
US11591316,US20230227436A1
US11591318,US20250206726A1
US11591319,US20220242854A1
US11591322,US20220289725A1
US11591326,US20200399261A1
US11591328,US20200399265A1
US11591329,US20210009582A1
US11591331,US20230128041A1
US11591336,US20200172546A1
US11591338,US20240124463A1
US11591342,US20200369676A1
US11591353,US20230118872A1
US11596632,US20230172939A1
US11596633,US20240058341A1
US11596639,US20230330099A1
US11596692,
US11597728,US20240327410A1
US11597733,US20210115065A1
US11597738,US20240317782A1
US11597739,US20210155645A1
US11597746,US20230287034A1
US11603372,US20210122752A1
US11603374,US20200339589A1
US11603377,US20220332727A1
US11603523,US20230407285A1
US11607396,US20220339129A1
US11608309,US20240360068A1
US11608319,US20220363645A1
US11608330,US20220372028A1
US11608332,US20220024913A1
US11608337,US20210017175A1
US11608338,US20210198257A1
US11608342,US20250206748A1
US11608347,US20210024546A1
US11612596,US20200253950A1
US11612599,US20210186958A1
US11612603,
US11612606,US20200108075A1
US11613525,US20250092009A1
US11613527,US20220048894A1
US11613531,US20200199109A1
US11613532,US20220098182A1
US11613536,US20220089588A1
US11613546,US20250188089A1
US11613556,US20250179112A1
US11617738,US20210196684A1
US11618744,US20210078978A1
US11618753,US20200347071A1
US11622967,US20210213026A1
US11623921,US20230192645A1
US11623923,US20210371395A1
US11623929,US20240018156A1
US11623932,US20230115184A1
US11629130,US20210323926A1
US11629136,US20230105696A1
US11629145,US20200062760A1
US11629146,US20250163068A1
US11629147,US20200331918A1
US11629154,US20210238194A1
US11629156,US20210206780A1
US11632953,US20190320655A1
US11633395,US20230210850A1
US11633403,US20240050439A1
US11633415,US20220096513A1
US11634391,US20210171475A1
US11634395,US20200399235A1
US11634396,US20220356157A1
US11634404,US20210323941A1
US11634410,US20210309644A1
US11634416,US20200385381A1
US11634418,US20240043421A1
US11634419,US20250034131A1
US11634424,US20230017858A1
US11634425,US20220324873A1
US11634426,US20230234960A1
US11638707,US20210015822A1
US11639351,US20220348570A1
US11639355,US20210230164A1
USRE49517,
US11642336,US20210330658A1
US11642348,US20240165121A1
US11642413,US20230346955A1
US11643395,US20210363108A1
US11643396,US20200407328A1
US11643400,US20250154116A1
US11643403,US20230013143A1
US11643416,US20250270226A1
US11643417,US20240116943A1
US11643436,US20210139537A1
US11648234,US20210161864A1
US11648243,US20220313676A1
US11648254,US20230064360A1
US11649218,US20210101872A1
US11649227,US20230286960A1
US11649229,US20210115034A1
US11649231,US20210292314A1
US11649233,US20210070750A1
US11649235,US20230271961A1
US11649237,US20200354367A1
US11649240,US20230312585A1
US11649241,US20210179626A1
US11649247,US20210230185A1
US11649248,US20210115062A1
US11649255,US20220098193A1
US11654147,US20230000869A1
US11655217,US20230219897A1
US11655221,US20240336582A1
US11655239,US20220274962A1
US11655242,US20200407347A1
US11655243,US20210115027A1
US11655249,US20230257379A1
US11655252,US20220002301A1
US11655254,US20230382916A1
US11660293,US20220331299A1
US11660306,US20190247408A1
US11661410,US20230002351A1
US11661418,US20210171512A1
US11661419,US20210188829A1
US11661422,US20220064165A1
US11661423,US20240116938A1
US11661426,US20240376117A1
US11661427,US20220112202A1
US11661431,US20230365594A1
US11666558,US20230398100A1
US11666594,US20250205270A1
US11667615,US20240336582A1
US11667631,US20190276451A1
US11667634,US20210246135A1
US11667635,US20220009921A1
US11667637,US20220289737A1
US11667638,US20240287073A1
US11667643,US20230265100A1
US11667644,US20240109901A1
US11667645,US20200369673A1
US11667652,US20250197421A1
US11667673,US20240059733A1
US11672785,US20240131013A1
US11672788,US20210379032A1
US11673864,US20210047271A1
US11673868,US20230312483A1
US11673870,US20210087154A1
US11673871,US20240336582A1
US11673881,US20230104155A1
US11673883,US20210017164A1
US11673884,US20230365543A1
US11673886,US20220356179A1
US11673888,US20210009589A1
US11673893,US20230242543A1
US11673894,US20210139485A1
US11673897,US20210032263A1
US11673901,US20240101577A1
US11673876,US20240083868A1
US11679110,US20250205237A1
US11680049,US20240336582A1
US11680056,US20220402892A1
US11680060,US20220056017A1
US11680068,US20250243202A1
USRE49556,
US11684616,US20240197703A1
US11685719,US20230382864A1
US11685721,US20250270171A1
US11685729,US20210122736A1
US11685732,US20230357208A1
US11685734,US20210188827A1
US11685738,US20240092775A1
US11685744,US20230357265A1
US11685745,US20220267351A1
US11690850,US20210154204A1
US11691947,US20240150288A1
US11691950,US20210300874A1
US11691960,US20220144796A1
US11691962,US20240059670A1
US11691963,US20230265075A1
US11691965,US20230065496A1
US11691968,US20230271952A1
US11691969,US20210130342A1
US11691971,US20210395251A1
US11691975,US20220135563A1
US11691977,US20230286993A1
US11691981,US20210017187A1
US11691985,US20220119405A1
US11691989,US20220340595A1
US11696916,US20220362244A1
US11696917,US20200061067A1
US11697636,US20210061760A1
US11697648,US20210188844A1
US11697650,US20220289745A1
US11701354,US20200253969A1
US11701360,US20210401844A1
US11701371,US20230103498A1
US11701373,US20220331346A1
US11702392,US20210179565A1
US11702401,US20220000847A1
US11702409,US20220363670A1
US11702411,US20240067636A1
US11702414,US20220402910A1
US11702415,US20240025897A1
US11702416,US20250145621A1
US11702418,US20210188857A1
US11702424,US20230339960A1
US11707471,US20230103498A1
US11707539,US20230330275A1
US11708326,US20210147356A1
US11708332,US20230100082A1
US11708347,US20220356166A1
US11708351,US20230357199A1
US11708359,US20210253565A1
US11708364,US20210221809A1
US11708366,US20250092042A1
US11708367,US20230374024A1
US8168651,US20120208792A1
US9701664,US20170037036A1
US10053457,US20180009799A1
US10774086,US20190276463A1
US11713304,US20230365524A1
US11713306,US20210017159A1
US11713307,US20210130325A1
US11713315,US20210024517A1
US11713320,US20220402921A1
US11713321,US20230416259A1
US11713327,US20210300947A1
US10624871,US20190201370A1
US10626094,US20170247340A1
US10626095,US20160229816A1
US10626096,US20180282289A1
US10626103,US20190194161A1
US10626107,US20190194168A1
US10626108,US20180258074A1
US10626112,US20160332999A1
US10626113,US20140329804A1
US10626144,US20170298097A1
US11717500,US20210236441A1
US11718589,US20200095206A1
US11718603,US20240294506A1
US11718605,US20210115025A1
US11718609,US20210130338A1
US11718611,US20200216442A1
US11718612,US20210094951A1
US11718613,US20210002277A1
US11718616,US20220306624A1
US11718618,US20240010647A1
US11718619,US20210300927A1
US11718622,US20230382917A1
US11723908,US20230293533A1
US11723929,US20210145891A1
US11724989,US20250257039A1
US11724992,US20230416211A1
US11725000,US20210309647A1
US11725001,US20240051951A1
US11725004,US20240092769A1
US11725005,US20230159514A1
US11725010,US20230116403A1
US11725011,US20230234959A1
US11731934,US20210009509A1
US11731943,US20210179564A1
US11731944,US20240025860A1
US11731954,US20210238161A1
US11731956,US20230391751A1
US11731958,US20240150326A1
US11731972,US20210206766A1
US11731973,US20200317679A1
US11731974,US20240199618A1
US117390,
US11739078,US20240092765A1
US11739089,US20220106312A1
US11739090,US20220324864A1
US11739093,US20200017511A1
US11744824,US20220087985A1
US117448,
US11746103,US20220315563A1
US117461,
US11746110,US20210269448A1
US11746113,US20210300937A1
US9714230,US20170275266A1
US10040779,US20180305336A1
US9604961,US20160002201A1
US9617242,US20180305336A1
US10173996,US20170158664A1
US10174003,US20180118720A1
US10174026,US20190092771A1
US9725441,US20210009520A1
US10208039,US20180162857A1
US9828343,US20210009520A1
US10231957,US20180271843A1
US10611763,US20250066355A1
US10807956,US20210009520A1
US10815234,US20250066355A1
US11535616,US20250066355A1
US11639333,US20160115131A1
US20230271964,US20230271964A1
US20230271966,US20230271966A1
US20230271968,US20230271968A1
US20230277505,US20230277505A1
US20230277527,US20240216361A1
US20230277534,US20250195516A1
US20230277570,US20230277570A1
US20230278969,US20240336582A1
US20230278983,US20230278983A1
US20230278993,US20230278993A1
US20230278996,US20230278996A1
US20230278998,US20230278998A1
US20230279001,US20230279001A1
US20230279008,US20230279008A1
US20230279020,
US20230279023,US20250101037A1
US20230279024,US20230279024A1
US20230279025,US20230279025A1
US20230280220,US20230280220A1
US20230278981,US20240150314A1
US11752138,US20230372308A1
US11752149,US20210161889A1
US11752155,US20240207273A1
US11753371,US20230174474A1
US11753403,US20220356178A1
US20230285340,US20230285340A1
US20230285377,US20230285377A1
US20230285393,US20230285393A1
US20230286923,US20230286923A1
US20230286925,US20230286925A1
US20230286943,US20230286943A1
US20230286945,US20230286945A1
US20230286948,US20230286948A1
US20230286956,US20230286956A1
US20230286958,US20230286958A1
US20230286960,US20230286960A1
US20230286970,US20230286970A1
US20230286978,US20230286978A1
US20230286979,US20230286979A1
US202302870,
US20230287003,US20230287003A1
US11759530,US20190083650A1
US11760752,US20200299285A1
US11760761,US20230065527A1
US11760775,US20210040144A1
US20230293517,US20230293517A1
US20230293519,US20230293519A1
US20230295110,US20230295110A1
US20230295119,US20230295119A1
US20230295130,US20230295130A1
US20230295140,US20230295140A1
US20230295142,US20230295142A1
US20230295157,US20230295157A1
US20230295159,US20230295159A1
US20230295166,US20230295166A1
US20230295171,US20230295171A1
US20230295181,US20230295181A1
US20230295182,US20230295182A1
US20230295213,US20230295213A1
US11767305,US20250188049A1
US11767310,US20230127127A1
US11767323,US20220002299A1
US11767332,US20250122226A1
US20230303494,US20230303494A1
US20230303497,US20230303497A1
US20230303506,US20230303506A1
US20230303513,US20230303513A1
US20230303540,US20230303540A1
US20230303547,US20230303547A1
US20230303553,US20230303553A1
US20230303556,US20230303556A1
US20230303557,US20230303557A1
US20230303562,US20230303562A1
US20230303563,US20230303563A1
US20230303564,US20230303564A1
US20230303581,US20230303581A1
US20230303584,US20230303584A1
US11771711,US20250222013A1
US117730,
US11773085,US20240150328A1
US20230312476,US20230312476A1
US20230312504,US20230312504A1
US20230312522,US20230312522A1
US20230312528,US20230312528A1
US20230312529,US20230312529A1
US20230312542,US20230312542A1
US20230312556,US20230312556A1
US20230312571,US20240391920A1
US20230312576,US20230312576A1
US20230312580,US20230312580A1
US20230312582,US20230312582A1
US20230312583,US20230312583A1
US20230312587,US20230312587A1
US20230312601,US20230312601A1
US20230312605,US20230312605A1
US11780812,US20210094916A1
US117808,
US11780842,US20230406858A1
US11780845,US20230192709A1
US11780849,US20230002406A1
US11780852,US20240132520A1
US11780854,US20230192723A1
US20230321042,US20230321042A1
US20230321108,US20230321108A1
US20230322706,US20230322706A1
US20230322715,US20230322715A1
US20230322721,US20230322721A1
US20230322745,US20230322745A1
US20230322747,US20230322747A1
US20230322756,US20230322756A1
US20230322767,US20230322767A1
US20230322769,US20230322769A1
US20230322788,US20230322788A1
US20230322789,US20230322789A1
US20230322792,US20230322792A1
US20230322822,US20230322822A1
US20230322846,
US11786528,US20210251995A1
US11786535,
US11786608,US20210138086A1
US11787766,US20200392083A1
US11787775,US20230054741A1
US11787780,US20230032612A1
US11787781,US20230416236A1
US11787784,US20220162195A1
US11787791,US20210387975A1
US11787792,US20210276990A1
US11787796,US20210078999A1
US11787798,US20240092781A1
US11787802,US20240109889A1
US11787810,US20210363147A1
US11787812,US20220194948A1
US20230331674,US20230331674A1
US20230331675,US20230331675A1
US20230331683,US20230331683A1
US20230331719,US20230331719A1
US20230331734,US20230331734A1
US20230331739,US20230331739A1
US11793797,US20240415824A1
US11793823,US20240180945A1
US11795159,US20220411401A1
US11795165,US20220380358A1
US11795169,US20240199621A1
US11795171,US20220033403A1
US11795173,US20230348473A1
US20230338337,US20230338337A1
US20230339856,US20230339856A1
US20230339863,US20230339863A1
US20230339882,US20230339882A1
US20230339890,US20230339890A1
US20230339896,US20230339896A1
US20230339891,US20230339891A1
US20230339900,US20230339900A1
US20230339915,US20230339915A1
US20230339939,US20230339939A1
US20230339978,US20230339978A1
US20230339981,US20230374036A1
US20230339952,US20240208975A1
US20230340011,US20230340011A1
US11802108,US20210238130A1
US11802110,US20200039929A1
US11802111,US20240208902A1
US11802122,US20230312528A1
US11802128,US20230203033A1
US11802131,US20240199638A1
US11802133,US20240150373A1
US20230348371,US20230348371A1
US20230348398,US20230348398A1
US20230348415,US20230348415A1
US20230348421,US20230348421A1
US20230348424,US20230348424A1
US20230348426,US20230348426A1
US20230348442,US20230348442A1
US20230348450,US20230348450A1
US20230348453,US20230348453A1
US20230348456,US20230348456A1
US20230348459,US20230348459A1
US20230348462,US20230348462A1
US20230348467,US20230348467A1
US20230348473,US20230348473A1
US20230348487,US20230348487A1
US20230348495,US20230348495A1
US20230349907,US20230349907A1
US10081622,US20220144813A1
US9616059,US20220144813A1
US8822457,US20140194413A1
US11806404,US20210252161A1
US11807606,US20200290964A1
US11807624,US20210246118A1
US11807635,US20240059681A1
US11807646,US20210070773A1
US11807649,US20230159557A1
US20230357139,US20240425450A1
US20230357219,US20230357219A1
US20230357239,US20230357239A1
US20230357241,US20230357241A1
US20230357248,US20230357248A1
US20230357253,US20230357253A1
US20230357269,US20230357269A1
US20230357271,US20230357271A1
US11814367,US20240246939A1
US11814384,US20240182467A1
US11814386,US20240132499A1
US11814388,
US11814391,US20220380380A1
US20230364057,US20230364057A1
US20230364079,US20230364079A1
US20230365488,US20230365488A1
US20230365530,US20230365530A1
US20230365537,US20230365537A1
US20230365541,US20230365541A1
US20230365546,US20230365546A1
US20230365554,US20230365554A1
US20230365556,US20230365556A1
US20230365558,US20230365558A1
US20230365568,US20230365568A1
US20230365583,US20230365583A1
US20230365584,US20230365584A1
US20230365590,US20230365590A1
US20230365627,US20230365627A1
US11826430,US20200360523A1
US11826435,US20210052752A1
US11827644,US20230227464A1
US20230381148,US20230381148A1
US20230382863,US20230382863A1
US20230382869,US20230382869A1
US20230382870,US20230382870A1
US20230382871,US20230382871A1
US20230382889,US20230382889A1
US20230382904,US20230382904A1
US20230382911,US20230382911A1
US20230382915,US20230382915A1
US20230382916,US20230382916A1
US20230382919,US20230382919A1
US20230382923,US20230382923A1
US11833156,US20200276206A1
US11834414,US20220363642A1
US11834430,US20210130317A1
US11834432,US20200172510A1
US11834435,US20240067628A1
US11834440,US20250163031A1
US11834453,US20240124474A1
US11834458,US20240352027A1
US11834467,US20220098219A1
US20230390247,US20230390247A1
US20230390272,US20230390272A1
US20230390274,US20230390274A1
US20230390287,US20230390287A1
US20230391714,US20230391714A1
US20230391736,US20230391736A1
US20230391748,US20230391748A1
US20230391758,US20230391758A1
US20230391761,US20230391761A1
US20230391768,
US20230391770,US20230391770A1
US20230391775,US20230391775A1
US20230391781,US20230391781A1
US20230391786,US20230391786A1
US11839613,US20210113559A1
US11840513,US20250059176A1
US11840531,US20210246138A1
US11840533,US20220289742A1
US11840535,US20210284646A1
US11839663,US20240100198A1
US11840523,US20220153720A1
US11840546,US20210388003A1
US20230399296,US20230399296A1
US20230399314,US20230399314A1
US20230399319,US20230399319A1
US20230399327,US20230399327A1
US20230399332,US20230399332A1
US20230399342,US20230399342A1
US20230399418,US20230399418A1
US11844801,US20240197732A1
US11845723,US20240400568A1
US11845724,US20240262792A1
US11845730,US20240308965A1
US11845740,US20240116898A1
US11845759,US20210061815A1
US11845767,US20220227791A1
US20230405002,US20230405002A1
US20230406840,US20230406840A1
US20230406856,US20230406856A1
US11851426,US20210107901A1
US11851434,US20220119396A1
US11851436,US20230029430A1
US20230414581,US20230414581A1
US20230414596,US20230414596A1
US20230414632,US20230414632A1
US20230414794,US20230414794A1
US20230416221,US20230416221A1
US20230416237,US20230416237A1
US20230416245,US20230416245A1
US20230416258,US20230416258A1
US20230416268,US20230416268A1
US20230416271,US20230416271A1
US11857552,US20200345736A1
US11857560,US20240173345A1
US11858905,
US11858926,US20230147490A1
US11858945,US20230159545A1
US11858959,US20240209019A1
US11859014,US20210395300A1
US20240000767,US20240000767A1
US20240002326,US20240002326A1
US20240002339,US20240002339A1
US20240002365,US20240002365A1
US20240002372,US20240002372A1
US20240002377,US20240002377A1
US20240002380,US20240002380A1
US20240002387,US20240002387A1
US20240002388,US20240002388A1
US20240002391,US20240002391A1
US20240002393,US20240002393A1
US20240002394,US20240002394A1
US20240002404,US20240002404A1
US11866405,US20240182479A1
US11866416,US20210115007A1
US11866429,US20210130347A1
US11866430,US20210277004A1
US11866436,US20230250097A1
US11866450,US20240368189A1
US20240009175,
US20240010634,US20240010634A1
US20240010642,US20240010642A1
US20240010639,US20240010639A1
US20240010658,US20240010658A1
US20240010684,US20240010684A1
US11872217,US20210008049A1
US11873290,
US11873292,US20190210998A1
US11873304,US20210261555A1
US20240016777,US20240016777A1
US20240016795,US20240016795A1
US20240016810,US20240016810A1
US20240018122,US20240018122A1
US20240018124,US20240018124A1
US20240018135,US20240018135A1
US20240018138,US20240018138A1
US20240018140,US20240018140A1
US20240018147,US20240018147A1
US20240018151,US20240018151A1
US20240018153,US20240018153A1
US20240018157,US20240018157A1
US20240018158,US20240018158A1
US11878965,US20230090053A1
US11878973,US20230046859A1
US20240024403,US20240024403A1
US20240025883,US20240025883A1
US20240025884,US20240025884A1
US20240025892,US20240025892A1
US20240025893,US20240025893A1
US20240025899,US20240025899A1
US20240025900,US20240025900A1
US20240025908,US20240025908A1
US20240025912,US20240025912A1
US20240025919,US20240025919A1
US20240025922,US20240025922A1
US11884660,US20210147414A1
US11884671,US20210171525A1
US11884682,US20210403484A1
US11352350,US20210323952A1
US20240033256,US20240033256A1
US20240033264,US20240066031A1
US20240033370,US20240033370A1
US20240034717,US20240034717A1
US20240034727,US20240034727A1
US20240034729,
US20240034730,US20240034730A1
US20240034731,US20240034731A1
US20240034736,US20240034736A1
US20240034737,US20240034737A1
US20240034743,
US11890279,US20250248990A1
US11890288,US20240390387A1
US11890356,US20240148915A1
US11891378,US20240287039A1
US11891386,US20230145074A1
US11891387,US20240228484A1
US11891388,US20240383889A1
US11701353,US20240041868A1
US10869871,US20230285402A1
US20230285402,US20230285402A1
US20240043392,US20240043392A1
US20240043395,US20240043395A1
US20240043403,US20240043403A1
US20240043404,US20250019364A1
US20240043405,US20240043405A1
US20240043417,US20240043417A1
US20240043418,US20240043418A1
US20240043427,US20240043427A1
US20240043439,US20240043439A1
US20240043440,US20240043440A1
US20240043442,US20240043442A1
US20240043448,US20240043448A1
US20240043470,US20240043470A1
US10239868,US20240425487A1
US10287274,US20240425487A1
US10676464,US20240425487A1
US11046688,US20220402912A1
US11124504,US20240343719A1
US11192871,US20200223810A1
US11247971,US20240368087A1
US11345716,US20210009607A1
US11427601,
US11718626,US20210300934A1
US20240050571,US20240050571A1
US20240050576,US20230149550A1
US20240051936,US20240051936A1
US20240051939,US20240051939A1
US20240051952,US20240051952A1
US20240051954,US20240051954A1
US20240051955,US20240051955A1
US20240051956,US20240051956A1
US20240051958,US20240051958A1
US20240051978,US20240051978A1
US11903935,US20240238264A1
US11903936,US20230056202A1
US11905230,US20210122704A1
US11905244,US20210139423A1
US11905258,US20230002331A1
US11905273,US20230322725A1
US11905274,US20210395231A1
US11905306,US20230192733A1
US20240058315,US20240058315A1
US20240058343,US20240058343A1
US20240058459,US20250242037A1
US20240059655,US20240059655A1
US20240059675,US20240059675A1
US20240059676,US20240059676A1
US20240059682,US20240059682A1
US20240059691,US20240059691A1
US20240059694,US20240059694A1
US20240059700,US20240059700A1
US20240059703,US20240059703A1
US20240059704,US20240059704A1
US20240059711,US20240059711A1
US20240059728,US20240059728A1
US10815241,US20250177395A1
US11912660,US20210323919A1
US11912663,US20230124784A1
US11912668,US20220274934A1
US11912678,US20210323936A1
US11912681,US20230257360A1
US11912682,US20240083869A1
US11912686,US20230212151A1
US11912693,US20230234946A1
US11912703,US20220348576A1
US11912714,US20230151019A1
US11912716,US20210188865A1
US11912737,US20210139531A1
US20240066136,US20240066136A1
US20240067625,US20240067625A1
US20240067631,US20240067631A1
US20240067633,US20240067633A1
US20240067637,US20240067637A1
US20240067645,US20240067645A1
US20240067660,US20240067660A1
US20240072809,US20250213699A1
US11918568,US20240285597A1
US11918581,US20240293411A1
US11919855,US20240376050A1
US11919887,US20250197381A1
US11919896,US20210155621A1
US11919901,US20230021684A1
US11919904,US20200399273A1
US11919918,US20220389039A1
US20240076297,US20240076297A1
US11926614,US20210269419A1
US11926616,US20240400541A1
US11926628,US20230116253A1
US20240083857,US20240083857A1
US20240083872,US20240083872A1
US20240083873,US20240083873A1
US20240083879,US20240083879A1
US20240083885,US20240083885A1
US20240083888,US20240083888A1
US20240083890,US20240083890A1
US20240083896,US20240083896A1
US20240083897,US20240083897A1
US20240083900,US20240083900A1
US20240083904,US20240083904A1
US20240083908,US20240083908A1
US20240083917,US20240083917A1
US20240083921,US20240083921A1
US11932606,US20230192621A1
US20240091200,US20240091200A1
US20240091210,US20240091210A1
US20240092758,US20240092758A1
US20240092759,US20240092759A1
US20240092761,US20240092761A1
US20240092770,US20240092770A1
US20240092773,US20240092773A1
US20240092774,US20240092774A1
US20240092784,US20240092784A1
US20240092795,US20240092795A1
US20240092799,US20240092799A1
US20240092802,US20240092802A1
US20240092803,US20240092803A1
US20240092819,US20240092819A1
US11938127,US20240245672A1
US20240101531,US20240101531A1
US20240101536,US20240101536A1
US20240101538,US20240101538A1
US20240101542,US20240101542A1
US20240101544,US20240101544A1
US20240101548,US20240101548A1
US20240101551,US20240101551A1
US20240101552,US20240101552A1
US20240101559,US20240101559A1
US20240101561,US20240101561A1
US20240101566,US20240101566A1
US20240101572,US20240101572A1
US20240101589,US20240101589A1
US11944614,US20210236474A1
US11944616,US20220280498A1
US11945784,US20240287004A1
US20240108654,US20240108654A1
US20240109853,US20240109853A1
US20240109861,US20240109861A1
US20240109865,US20240208941A1
US20240109877,US20240109877A1
US20240109879,US20240109879A1
US20240109880,US20240109880A1
US20240109890,US20240109890A1
US20240109893,US20240109893A1
US20240109898,US20240109898A1
US20240109900,US20240109900A1
US20240109912,US20240109912A1
US20240109913,US20240109913A1
US20240109915,US20240109915A1
US20240109917,US20240109917A1
US20240109930,US20240109930A1
US11952364,US20220388983A1
US11952377,US20220242862A1
US20240115574,US20240115574A1
US20240115577,US20240115577A1
US20240115682,US20250090646A1
US20240116873,US20240116873A1
US20240116877,US20240116877A1
US20240116885,US20240116885A1
US20240116892,US20240116892A1
US20240116893,US20240116893A1
US20240116898,US20240116898A1
US20240116909,US20240116909A1
US20240116910,US20240116910A1
US20240116912,US20240116912A1
US20240116918,US20240116918A1
US20240116922,US20240116922A1
US20240116926,US20240116926A1
US20240116946,US20250042915A1
US20240116947,US20240116947A1
US20240116948,US20240116948A1
US20240118263,US20240118263A1
US11957661,US20240358680A1
US11957671,US20240252478A1
US11957687,US20240299402A1
US11958831,US20210340124A1
US11958846,US20210323956A1
US11958865,
US11958871,US20200392174A1
US20240122876,US20240122876A1
US20240122941,US20240122941A1
US20240124427,US20240124427A1
US20240124434,US20240124434A1
US20240124439,US20240124439A1
US20240124450,US20240124450A1
US20240124454,US20240124454A1
US20240124456,US20240124456A1
US20240124469,US20240124469A1
US20240124478,US20240124478A1
US20240124479,US20240124479A1
US20240124483,US20240124483A1
US20240124487,US20240124487A1
US11963959,US20230065024A1
US11963960,US20210299128A1
US11964949,US20200148651A1
US11964950,US20230002333A1
US11964953,US20230139936A1
US11964973,US20210188845A1
US11964978,US20220306641A1
US11964990,US20230234971A1
US20240131013,US20240131013A1
US20240131036,US20240131036A1
US20240132445,US20240132445A1
US20240132463,US20240132463A1
US20240132473,US20240132473A1
US20240132477,US20240132477A1
US20240132480,US20240132480A1
US20240132489,US20240132489A1
US20240132491,US20240132491A1
US20240132503,US20240132503A1
US20240132514,US20240132514A1
US20240132517,US20240132517A1
US20240132519,US20240132519A1
US20240132525,US20240132525A1
US11970463,US20230110122A1
US20240139189,US20240139189A1
US20240139326,US20240139326A1
US20240140931,US20240140931A1
US20240140933,US20240140933A1
US20240140938,US20240140938A1
US20240140952,US20240140952A1
US20240140953,US20240140953A1
US20240140962,US20240140962A1
US20240140975,US20240140975A1
US20240140979,US20240140979A1
US20240139197,US20240139197A1
US20240140980,US20240140980A1
US11974987,US20240299365A1
US11974991,
US11976059,US20210332029A1
US20240148821,US20240148821A1
US20240150287,US20240150287A1
US20240150293,US20240150293A1
US20240150297,US20240150297A1
US20240150300,US20240150300A1
US20240150321,US20240150321A1
US20240150334,US20240150334A1
US20240150335,US20240150335A1
US20240150347,US20240150347A1
US20240150358,US20240150358A1
US20240150366,US20240150366A1
US20240150367,US20240150367A1
US20240150369,US20250270226A1
US20240150370,US20240150370A1
US20240150372,US20240150372A1
US20240150396,US20240150396A1
US11980598,US20210077431A1
US11980631,US20210275552A1
US11981669,US20210332043A1
US11981671,US20230002376A1
US11981680,US20220064180A1
US11981682,US20240010658A1
US11981696,US20210017205A1
US20240158355,US20240158355A1
US20240158357,US20240158357A1
US20240158367,US20240158367A1
US20240158368,US20240158368A1
US20240158369,US20240158369A1
US20240158379,US20240158379A1
US20240158383,US20240158383A1
US20240158394,US20240158394A1
US20240158406,US20240158406A1
US20240158408,US20240158408A1
US20240158413,US20240158413A1
US20240158414,US20240158414A1
US20240158438,US20240158438A1
US11987556,US20230174482A1
US11987588,US20220396579A1
US20240165139,US20240165139A1
US20240165276,US20240165276A1
US20240166598,US20240166598A1
US20240166618,US20240166618A1
US20240166622,US20240166622A1
US20240166635,US20240166635A1
US20240166639,US20240166639A1
US20240166642,US20240166642A1
US20240166643,US20240166643A1
US20240166645,US20240166645A1
US20240166646,US20240166646A1
US20240166651,US20240166651A1
US20240166660,US20240166660A1
US20240166665,US20240166665A1
US20240166680,US20240166680A1
US11992481,US20220249456A1
